race_name,race_date,distance_labels,region,location_detail,host_org,registration_status,source_url,source,tier
2026 U+ 119 메모리얼런,2026-10-17,11.9km 코스 5km,세종,세종중앙공원 도시축제마당,(주)엘지유플러스,접수중,https://gorunning.kr/races/1229/2026-uplus-119-memorial-run/,gorunning.kr,Tier2
2026 억새노을마라톤대회,2026-10-17,10km 5km,광주,상무시민공원,전남광주통합특별시 서구,접수중,https://gorunning.kr/races/1355/2026-eoksaenoeul-marathon/,gorunning.kr,Tier2
2026 하남시 시장기 당정마라톤,2026-10-18,10km 5km,경기,하남스타필드 앞 당정뜰,하남시육상연맹,접수중,https://gorunning.kr/races/1328/2026-hanam-dangjeong-marathon/,gorunning.kr,Tier2
2026 아시아 오픈 마라톤,2026-10-18,하프 10km,서울,서울 광화문 광장,아시아투데이,접수중,https://gorunning.kr/races/891/2026-asia-open-marathon/,gorunning.kr,Tier2
그린스텝 2026,2026-10-18,하프 10km 5km,전남,전라남도 해남군 솔라시도,목포MBC / 마라톤세상,접수마감,https://gorunning.kr/races/1086/greenstep-2026/,gorunning.kr,Tier2
제22회 대구 북구사랑 마라톤,2026-10-18,10km 5km,대구,금호강 산격야영장,"대구광역시북구체육회, 북구육상연맹",접수마감,https://gorunning.kr/races/1130/22nd-daegu-bukgu-marathon/,gorunning.kr,Tier2
제25회 대청호마라톤,2026-10-18,하프 10km 5km,대전,대청공원,대덕구,접수마감,https://gorunning.kr/races/1135/25th-daecheongho-marathon/,gorunning.kr,Tier2
제23회 여주 세종대왕 마라톤,2026-10-18,하프 10km 4km 1km(휠체어),경기,여주 현암지구공원,여주시육상연맹,접수중,https://gorunning.kr/races/1141/23rd-yeoju-king-sejong-marathon/,gorunning.kr,Tier2
제19회 중랑구청장배 장미 마라톤,2026-10-18,하프 10km 5km,서울,중화체육공원,중랑구육상연맹,접수중,https://gorunning.kr/races/1235/19th-jungnang-rose-marathon/,gorunning.kr,Tier2
제28회 창원 시민건강달리기,2026-10-18,6km,경남,창원스포츠파크 보조경기장,창원을 사랑하는 시민연합,접수중,https://gorunning.kr/races/1264/28th-changwon-citizen-health-run/,gorunning.kr,Tier2
2026 담양 트레일런 데이브레이크,2026-10-24,29K+ 9K+,전남,"담양군 담양읍 객사7길 77 (담빛예술창고 뒷편, 추성경기장)",담양군,접수중,https://gorunning.kr/races/1331/2026-damyang-trail-run-daybreak/,gorunning.kr,Tier2
2026 서울 펫림픽 & 런 위드 고,2026-10-24,10km 5km,서울,서울 월드컵경기장 평화광장,(사)함께하는 사랑밭,접수중,https://gorunning.kr/races/1305/2026-seoul-petlympic-run-with-go/,gorunning.kr,Tier2
2026 SBS RUN&MUSIC FESTIVAL in 안동,2026-10-24,하프 10km,경북,안동 탈춤공원,"K-WATER, 안동시, SBS",접수중,https://gorunning.kr/races/1242/2026-sbs-run-music-festival-andong/,gorunning.kr,Tier2
2026 제3회 감성런,2026-10-24,10km 5km,서울,신정교하부육상트랙구장,(사)대한생활체육마라톤협회,접수중,https://gorunning.kr/races/1160/2026-3rd-gamseong-run/,gorunning.kr,Tier2
2026 익산 기부런,2026-10-24,10km 6.4km,전북,익산시종합운동장,(사)크레파스 / 익산시 육상연맹,접수중,https://gorunning.kr/races/1192/2026-iksan-give-run/,gorunning.kr,Tier2
2026 하남 어텀 패밀리 마라톤,2026-10-24,10km 5km,경기,하남 미사 경정 공원,청운의꿈(주),접수중,https://gorunning.kr/races/1206/2026-hanam-autumn-family-marathon/,gorunning.kr,Tier2
2026 경기옛길 함께RUN,2026-10-24,10km 5km,경기,도농체육공원,경기도,접수마감,https://gorunning.kr/races/1212/2026-gyeonggi-old-road-together-run/,gorunning.kr,Tier2
네이버웍스와 함께하는 SEJONG RUN 26,2026-10-24,10km 5km,세종,세종중앙공원 도시축제마당,세종특별자치시육상연맹,접수중,https://gorunning.kr/races/1249/2026-sejong-run-26/,gorunning.kr,Tier2
2026 뉴시스 바다마라톤,2026-10-24,하프 10km 5km,인천,영종도 씨사이드파크 하늘구름광,뉴시스,접수중,https://gorunning.kr/races/1268/2026-newsis-sea-marathon/,gorunning.kr,Tier2
2026 무쓰런,2026-10-24,10km 5km,충북,무심천체육공원,청주충북환경운동연합,접수마감,https://gorunning.kr/races/1284/2026-museurun/,gorunning.kr,Tier2
불닭 버닝 트레일런,2026-10-24,23K 13K 5km,강원,대관령 삼양라운드힐,"삼양, 프립",접수마감,https://gorunning.kr/races/1356/2026-buldak-burning-trail-run/,gorunning.kr,Tier2
2026 광명평화마라톤,2026-10-25,하프 10km 5km 5km 커플런,경기,광명역,광명시체육회,접수마감,https://gorunning.kr/races/1184/2026-gwangmyeong-peace-marathon/,gorunning.kr,Tier2
2026 부산바다마라톤,2026-10-25,15km코스 10km 5km,부산,부산 벡스코,부산일보사,접수마감,https://gorunning.kr/races/1239/2026-busan-sea-marathon/,gorunning.kr,Tier2
제14회 정서진아라뱃길 전국마라톤대회,2026-10-25,하프 10km 5km,인천,정서진 아라타워,"인천일보,인천마라톤조직위원회",접수마감,https://gorunning.kr/races/1277/14th-jeongseojin-arabatgil-marathon/,gorunning.kr,Tier2
울산 런 페스타 (U-RUN),2026-10-25,하프 10km 5km,울산,울산 문수 국제양궁장,울산문화방송(주),접수중,https://gorunning.kr/races/1317/2026-ulsan-run-festa/,gorunning.kr,Tier2
2026 청송사과트레일런,2026-10-25,하프 10km 5km,경북,청송군민운동장,"청송군, 매일신문",접수중,https://gorunning.kr/races/1025/2026-cheongsong-apple-trail-run/,gorunning.kr,Tier2
2026 춘천마라톤,2026-10-25,풀 10km,강원,춘천 공지천공원,조선일보,접수마감,https://gorunning.kr/races/1159/2026-chuncheon-marathon/,gorunning.kr,Tier2
K-RUN 챌린지,2026-10-25,하프 10km 5km,서울,서울 뚝섬한강공원 수변광장,K-RUN챌린지조직위,접수중,https://gorunning.kr/races/1176/k-run-challenge/,gorunning.kr,Tier2
제19회 청도반시 전국마라톤,2026-10-25,하프 10km 5.9km,경북,청도공설운동장,"청도군체육회, 대구일보",접수마감,https://gorunning.kr/races/1147/19th-cheongdo-beonsi-marathon/,gorunning.kr,Tier2
제7회 중소기업 인 기살리기 마라톤 대회,2026-10-31,하프 10km 5km,서울,구일역 하부 구로 안양천축구장,(사) 중소기업진흥회,접수마감,https://gorunning.kr/races/1291/7th-jungsogieop-gisalligi-marathon/,gorunning.kr,Tier2
2026 당진원런 마라톤,2026-10-31,10km 5km,충남,석문방조제,당진 마라톤 연합회,접수중,https://gorunning.kr/races/1353/2026-dangjin-one-run-marathon/,gorunning.kr,Tier2
2026 오티즘 레이스,2026-10-31,하프 10km 4.2km,서울,월드컵공원 평화의 광장,한국자폐인사랑협회,접수중,https://gorunning.kr/races/1255/2026-autism-race/,gorunning.kr,Tier2
2026 JUST RUN10 포천,2026-10-31,10km 5km,경기,포천시종합운동장,"(주)러닝브레이커,전국러닝협회",접수중,https://gorunning.kr/races/1304/2026-just-run10-pocheon/,gorunning.kr,Tier2
2026 마블런,2026-10-31,10km 5km 2.5km,강원,인제스피디움,원유니버스,접수전,https://gorunning.kr/races/1359/2026-marvel-run/,gorunning.kr,Tier2
제21회 사천노을마라톤대회,2026-10-31,하프 10km 5km,경남,사천 선진거북선공원,경남일보,접수중,https://gorunning.kr/races/1289/2026-sacheon-sunset-marathon/,gorunning.kr,Tier2
2026 태종대 BEAT ON 좀비레이스,2026-10-31,4km 코스,부산,부산 영도구 태종대 자동차야외극장,"부산관광공사(주최), 주식회사 무브네이션(주관)",접수중,https://gorunning.kr/races/1315/2026-taejongdae-beat-on-zombie-race/,gorunning.kr,Tier2
26서울동행마라톤대회,2026-11-01,하프 10km 5km,서울,서울 목동종합운동장 주경기장,(사)한국환경체육청소년연맹,접수중,https://gorunning.kr/races/1298/2026-1st-seoul-donghaeng-marathon/,gorunning.kr,Tier2
2026 JTBC 서울마라톤,2026-11-01,풀 10km,서울,상암월드컵경기장,jtbc,접수마감,https://gorunning.kr/races/852/2026-jtbc-marathon/,gorunning.kr,Tier2
제2회 대전 신채호 마라톤,2026-11-01,하프 10km 5km,대전,대전 뿌리공원 잔디광장,대전시 중구 육상연맹,접수중,https://gorunning.kr/races/1182/2nd-daejeon-shin-chaeho-marathon/,gorunning.kr,Tier2
2026 무안 해안 노을길 걷기 및 마라톤,2026-11-01,10km 5km,전남,무안낙지공원,무안군체육회,접수중,https://gorunning.kr/races/1162/2026-muan-coastal-sunset-marathon/,gorunning.kr,Tier2
2026 DMZ OPEN 평화마라톤,2026-11-01,하프 10km,경기,파주 임진각 평화누리,경기도,접수마감,https://gorunning.kr/races/1215/2026-dmz-open-peace-marathon/,gorunning.kr,Tier2
제21회 울산인권마라톤,2026-11-01,하프 10km 5km,울산,태화강 둔치,울산인권마라톤대회 조직위원회,접수중,https://gorunning.kr/races/1090/21st-ulsan-human-rights-marathon/,gorunning.kr,Tier2
2026 김천전국마라톤대회,2026-11-01,하프 10km 5km,경북,김천종합스포츠타운,"김천시체육회, 매일신문사",접수중,https://gorunning.kr/races/1177/2026-gimcheon-national-marathon/,gorunning.kr,Tier2
제40회 서봉기단축마라톤,2026-11-06,10km,경북,경북문경시민운동장,문경시육상연맹,접수중,https://gorunning.kr/races/1361/40th-seobonggi-marathon/,gorunning.kr,Tier2
2026 문경 레전드 트레일 백두대간,2026-11-07,50k 34k 21k,경북,문경새재도립공원 야외공연장,에코라인,접수중,https://gorunning.kr/races/1281/2026-mungyeong-legend-trail-baekdudaegan/,gorunning.kr,Tier2
SaveRace 2026,2026-11-07,10km,서울,여의도공원 문화의마당,"카카오뱅크, 유니세프",접수중,https://gorunning.kr/races/1324/2026-save-race/,gorunning.kr,Tier2
제15회 부여 굿뜨래 마라톤 대회,2026-11-07,풀 하프 10km 5km,충남,부여 구드래나루터 선착장,부여군마라톤연합회,접수중,https://gorunning.kr/races/1185/15th-buyeo-guddrae-marathon/,gorunning.kr,Tier2
2026 해양수도 부산 런페스타,2026-11-07,10km,부산,부산 북항친수공원,"한국해운신문, 부산항발전협의회",접수중,https://gorunning.kr/races/1240/2026-busan-runfesta/,gorunning.kr,Tier2
2026 포항마라톤챔피언십,2026-11-07,10km 5km,경북,영일대해상누각,포항시육상연맹,접수마감,https://gorunning.kr/races/1067/2026-pohang-marathon-championship/,gorunning.kr,Tier2
GVIE RUN 2026 구미,2026-11-07,10km 5km,경북,구미 낙동강체육공원,굿피플,접수중,https://gorunning.kr/races/1296/2026-give-run-gumi/,gorunning.kr,Tier2
2026 푸르메런,2026-11-07,10km 3km,서울,상암 월드컵공원 평화광장,푸르메재단,접수중,https://gorunning.kr/races/1321/2026-purme-run/,gorunning.kr,Tier2
런텐 13차 레이스 JUST RUN10 대전,2026-11-07,10km 5km,대전,엑스포다리,"(주)러닝브레이커,전국러닝협회",접수중,https://gorunning.kr/races/1351/runten-13th-just-run10-daejeon/,gorunning.kr,Tier2
2026 여수 일레븐브리지마라톤,2026-11-07,하프 10km,전남,여수시 화양면 조발전망대 광장,일레븐브리지마라톤조직위원회,접수전,https://gorunning.kr/races/1363/2026-yeosu-eleven-bridge-marathon/,gorunning.kr,Tier2
2026 영천댐 마라톤,2026-11-07,하프 10km 5km,경북,영천댐 하류공원,"영천시육상연맹, 채널경북",접수중,https://gorunning.kr/races/1077/2026-yeongcheon-dam-marathon/,gorunning.kr,Tier2
강남하프마라톤(제17회강남구청장배육상대회),2026-11-08,하프 10km,서울,강남구 대치유수지 체육공원,강남구육상연맹,접수중,https://gorunning.kr/races/1350/2026-gangnam-half-marathon/,gorunning.kr,Tier2
2026 과천마라톤,2026-11-08,하프 10km 5km,경기,관문체육공원,과천시체육회,접수마감,https://gorunning.kr/races/1195/2026-gwacheon-marathon/,gorunning.kr,Tier2
2026 해남땅끝 전국마라톤대회,2026-11-08,풀 하프 10km 5km,전남,대흥사쉼터,해남군육상연맹,접수중,https://gorunning.kr/races/1314/2026-haenam-ttangkkeut-marathon/,gorunning.kr,Tier2
2026 경상북도 신도시 마라톤,2026-11-08,하프 10km 5km,경북,경북도청 천년숲,"경상북도, 경상북도체육회",접수중,https://gorunning.kr/races/1344/2026-gyeongbuk-newtown-marathon/,gorunning.kr,Tier2
2026 경기화성 생태마라톤,2026-11-08,하프 10km 5km 5km 가족달리기,경기,경기 화성 궁평항,경기신문,접수중,https://gorunning.kr/races/1343/2026-hwaseong-eco-marathon/,gorunning.kr,Tier2
2026 양산 배내골 애플 런,2026-11-08,10km 5km,경남,장선마을 회관 앞 운동장,배내골 주민자치위원회,접수마감,https://gorunning.kr/races/1157/2026-yangsan-baenaegol-apple-run/,gorunning.kr,Tier2
제11회 송파구청장배 마라톤,2026-11-08,10km 5km,서울,송파구 여성축구장,송파구육상연맹,접수중,https://gorunning.kr/races/1171/11th-songpa-mayor-marathon/,gorunning.kr,Tier2
제5회 거제시체육회장배 거제앵산트레일레이스,2026-11-08,17km,경남,경남 거제시 하청면스포츠타운,하청면체육회,접수중,https://gorunning.kr/races/1181/5th-geoje-aengsan-trail-race/,gorunning.kr,Tier2
2026 서울구석구석 국제 트레일런,2026-11-08,,서울,서울마당,"서울신문, 한국익스트림앤스포츠",접수중,https://gorunning.kr/races/1190/2026-seoul-hidden-corners-trail-run/,gorunning.kr,Tier2
2026 부산 헤리티지 런,2026-11-08,10km 5km,부산,다대포 해수욕장,아시아경제,접수중,https://gorunning.kr/races/1220/2026-busan-heritage-run/,gorunning.kr,Tier2
경주시육상연맹회장배 마라톤대회,2026-11-08,하프 10km 5km,경북,경주서천둔치,경주시육상연맹,접수중,https://gorunning.kr/races/1246/gyeongju-marathon/,gorunning.kr,Tier2
제20회 자원봉사 사랑 굿펀 마라톤,2026-11-08,10km 5km,서울,신정교하부육상트랙구장,(사)대한생활체육마라톤협회,접수중,https://gorunning.kr/races/1248/2026-20th-volunteer-goodfun-marathon/,gorunning.kr,Tier2
제19회 진해마라톤,2026-11-08,11.11km 5km,경남,진해공설운동장,(주)경남신문사,접수중,https://gorunning.kr/races/1266/19th-jinhae-marathon/,gorunning.kr,Tier2
2026 라운드랩 RUN,2026-11-08,하프 10km 5km,강원,춘천 송암스포츠타운 종합경기장,"라운드랩, 강원일보",접수중,https://gorunning.kr/races/1267/2026-roundlab-run/,gorunning.kr,Tier2
제12회 아산 은행나무길 전국마라톤,2026-11-08,하프 10km 5km,충남,아산시  현충사 은행나무길,아산시 마라톤 협회,접수중,https://gorunning.kr/races/1290/12th-asan-national-marathon/,gorunning.kr,Tier2
제24회 전국 나주 금성산숲길마라톤,2026-11-08,하프 11km 6km,전남,나주시 금성산,나주시체육회,접수중,https://gorunning.kr/races/1322/24th-naju-geumseongsan-forest-marathon/,gorunning.kr,Tier2
제3회 자유민주 마라톤대회,2026-11-08,10km 6.1km,서울,서울시청,민주화운동기념사업회,접수중,https://gorunning.kr/races/1348/3rd-jayuminju-marathon/,gorunning.kr,Tier2
2026 청양군 칠갑마라톤,2026-11-08,하프 14km 7km,충남,청양군 청양목재문화자연사체험관,청양군육상연맹,접수중,https://gorunning.kr/races/1346/2026-cheongyang-chilgap-marathon/,gorunning.kr,Tier2
2026 부산 사상 ECO마라톤,2026-11-08,10km 5km 5km 슬로조깅,부산,삼락생태공원 럭비구장,"사상구청,사상구체육회",접수중,https://gorunning.kr/races/1265/2026-busan-sasang-eco-marathon/,gorunning.kr,Tier2
제2회 한강 브릿지 런,2026-11-14,65km,서울,구리한강시민공원 주차장,파브코리아,접수중,https://gorunning.kr/races/1326/2nd-hangang-bridge-run/,gorunning.kr,Tier2
2026 통큰런,2026-11-14,10km 5km 3km(가족런),서울,상암 월드컵공원 평화광장,"롯데마트, 롯데슈퍼, 기아대책",접수전,https://gorunning.kr/races/1333/2026-tongkeun-run/,gorunning.kr,Tier2
제26회 순천 남승룡마라톤대회,2026-11-14,풀 하프 10km 5km,전남,전남광주 순천시 팔마로 333,순천시체육회,접수중,https://gorunning.kr/races/1245/26th-suncheon-namseungnyong-marathon/,gorunning.kr,Tier2
2026 영종 하늘길 마라톤,2026-11-14,하프 10km 5km,인천,인천 영종 씨사이드파크,리빗,접수중,https://gorunning.kr/races/1330/2026-yeongjong-airway-marathon/,gorunning.kr,Tier2
제2회 안양천 단풍길 마라톤,2026-11-14,하프 10km 5km,서울,신정교 하부 영롱이 억새구장,(사)대한생활체육연맹,접수중,https://gorunning.kr/races/1276/2nd-anyangcheon-maple-marathon/,gorunning.kr,Tier2
제3회 무등산더블하트국제트레일런대회,2026-11-15,36km 16km,광주,조선대학교,한국백혈병소아암협회/시유케이컴,접수중,https://gorunning.kr/races/1095/3rd-mudeungsan-double-heart-trail-run/,gorunning.kr,Tier2
2026 FILA RUN & ESPRESSO,2026-11-15,10km,서울,상암 월드컵공원 평화광장,휠라코리아,접수마감,https://gorunning.kr/races/1347/2026-fila-run-espresso/,gorunning.kr,Tier2
2026 MBN 서울마라톤,2026-11-15,하프 10km,서울,광화문 광장 잠실종합운동장,"MBN, 매일경제",접수마감,https://gorunning.kr/races/1132/2026-mbn-seoul-marathon/,gorunning.kr,Tier2
2026 가민런 코리아,2026-11-15,하프 10km,경기,고양종합운동장,"가민,러너블",접수마감,https://gorunning.kr/races/1143/2026-garmin-run-korea/,gorunning.kr,Tier2
2026 나눔레이스 인 용인,2026-11-15,15km 10km,경기,세리박위드용인,나눔레이스조직위원회,접수마감,https://gorunning.kr/races/1323/2026-nanum-race-in-yongin/,gorunning.kr,Tier2
제17회 행복트레일런 축제,2026-11-15,29km,서울,수서역 6번출구 광장,{사}소아암환우돕기 조직위,접수중,https://gorunning.kr/races/1116/17th-happy-trail-run-festival/,gorunning.kr,Tier2
"제24회 대모산,구룡산 트레일런",2026-11-15,10km,서울,수서역 7번출구광장,(사)한국산악마라톤연맹,접수중,https://gorunning.kr/races/1062/24th-daemosan-guryongsan-trail-run/,gorunning.kr,Tier2
제24회 상주 곶감 마라톤 대회,2026-11-15,풀 하프 10km 4.4km,경북,상주시민운동장,전국마라톤협회,접수중,https://gorunning.kr/races/1099/24th-sangju-gotgam-marathon/,gorunning.kr,Tier2
제4회 영남알프스 전국 하프마라톤,2026-11-15,하프 10km 5km,울산,울주군 영남알프스,울산광역시 울주군육상연맹,접수중,https://gorunning.kr/races/1101/4th-yeongnam-alps-half-marathon/,gorunning.kr,Tier2
2026 제주감귤마라톤,2026-11-15,풀 하프 10km,제주,조천운동장,한라일보,접수마감,https://gorunning.kr/races/1219/2026-jeju-tangerine-marathon/,gorunning.kr,Tier2
제28회 부산국제마라톤,2026-11-15,하프 10km 5km,부산,부산시 사하구 다대포해수욕장,국제신문,접수중,https://gorunning.kr/races/1223/28th-busan-international-marathon/,gorunning.kr,Tier2
제16회 대전서구청장배 마라톤대회,2026-11-15,10km 5km,대전,대전 유성구  엑스포 다리밑,대전 서구체육회(주최)/서구육상연맹·중걷마런(JGMRUN)(주관),접수중,https://gorunning.kr/races/1332/16th-daejeon-seogu-marathon/,gorunning.kr,Tier2
제12회 창원특례시장배 광려천마라톤,2026-11-15,하프 10km,경남,창원시 광려천수변공원,창원시육상연맹,접수중,https://gorunning.kr/races/1339/12th-changwon-gwangnyeocheon-marathon/,gorunning.kr,Tier2
26회 창원통일마라톤,2026-11-15,5km,경남,창원종합운동장 보조경기장,경남자주통일평화연대(주최)/창원통일마라톤대회조직위원회(주관),접수전,https://gorunning.kr/races/1342/26th-changwon-unification-marathon/,gorunning.kr,Tier2
제2회 세종특별자치시 전국 마라톤,2026-11-15,10km 5km,세종,세종시민운동장,세종특별자치시육상연맹,접수중,https://gorunning.kr/races/1134/2nd-sejong-national-marathon/,gorunning.kr,Tier2
2026 9회 서울평화마라톤,2026-11-15,10km 5km,서울,신정교하부육상트랙구장,서울자주통일평화연대,접수중,https://gorunning.kr/races/1210/2026-9th-seoul-peace-marathon/,gorunning.kr,Tier2
제24회 고창고인돌마라톤,2026-11-15,하프 10km 5km,전북,고창공설운동장,고창군체육회,접수마감,https://gorunning.kr/races/1168/24th-gochang-dolmen-marathon/,gorunning.kr,Tier2
2026 손기정평화마라톤,2026-11-15,풀 하프 10km 6km코스,경기,파주 임진각,손기정기념재단,접수중,https://gorunning.kr/races/1345/2026-sonkijeong-peace-marathon/,gorunning.kr,Tier2
2026 남해트레일레이스(가을),2026-11-21,풀 30km 12km,경남,남해공설운동장,주식회사 락앤런,접수중,https://gorunning.kr/races/1263/2026-namhae-trail-race-fall/,gorunning.kr,Tier2
2026 세정 가을바람 유러닝페스타,2026-11-21,10k 단체전(5인1조) 10k 커플런 10km 5km,경기,하남 미사리 조정경기장,주식회사 세정,접수중,https://gorunning.kr/races/1197/2026-urunning-festa-autumn/,gorunning.kr,Tier2
2026 전마협 보성녹차 마라톤,2026-11-21,풀 하프 10km 5km,전남,보성군 공설운동장,전국마라톤협회,접수중,https://gorunning.kr/races/1362/2026-boseong-green-tea-marathon/,gorunning.kr,Tier2
GIVE RUN 2026 부산,2026-11-21,10km 5km,부산,부산 삼락생태공원,굿피플,접수중,https://gorunning.kr/races/1297/2026-give-run-busan/,gorunning.kr,Tier2
자이스 스마일 레이스,2026-11-22,하프 10km 5km,서울,여의도공원 문화의 마당,ZEISS/런코리아,접수중,https://gorunning.kr/races/1282/2026-zeiss-smile-race/,gorunning.kr,Tier2
2026 평화의숲 마라톤,2026-11-22,10km 5km,서울,상암 월드컵공원 평화광장,세계평화사랑연맹,접수중,https://gorunning.kr/races/1279/2026-peace-forest-marathon/,gorunning.kr,Tier2
2026 인천마라톤,2026-11-22,풀 10km 5km,인천,인천아시아드 주경기장 운서역,"인천시,대한육상경기연맹",접수중,https://gorunning.kr/races/1325/2026-incheon-marathon/,gorunning.kr,Tier2
2026 서울 억새풀 마라톤대회,2026-11-22,하프 10km 5km,서울,영롱이 억새구장,아시아투데이(사)한국마라톤연맹,접수중,https://gorunning.kr/races/1288/2026-seoul-eoksaepul-marathon/,gorunning.kr,Tier2
2026 김대중마라톤대회,2026-11-22,하프 10km 5km,전남,목포종합경기장,김대중마라톤대회 조직위원회,접수중,https://gorunning.kr/races/1309/2026-kimdaejung-marathon/,gorunning.kr,Tier2
2026 무주반딧불평화마라톤,2026-11-22,하프 10km 5km,전북,무주 등나무운동장,"무주군체육회 (주관: 무주군마라톤협회, 평화마라톤조직위원회)",접수중,https://gorunning.kr/races/1341/2026-muju-firefly-peace-marathon/,gorunning.kr,Tier2
제6회 고용노동부장관배 직장인마라톤대회,2026-11-22,10km 5km,경기,하남미사경정공원,나눔레이스조직위원회,접수중,https://gorunning.kr/races/1357/6th-office-worker-marathon/,gorunning.kr,Tier2
2026 무진장트레일레이스,2026-11-23,335km,전북,장수종합경기장,주식회사 락앤런,접수중,https://gorunning.kr/races/1274/2026-mujinjang-trail-race/,gorunning.kr,Tier2
2027 서울 세계청년대회 성공 기원 평화런,2026-11-28,10km 5km,서울,여의도공원 문화의마당,가톨릭평화방송/런코리아,접수중,https://gorunning.kr/races/1280/2027-seoul-world-youth-day-peace-run/,gorunning.kr,Tier2
목욕런 2026,2026-11-28,10km 5km,서울,상암 월드컵공원(평화광장 집결),사우나민족,접수마감,https://gorunning.kr/races/1209/2026-mokyokrun/,gorunning.kr,Tier2
2026 남원 춘향 전국 마라톤대회,2026-11-28,풀 하프 10km 5km,전북,남원 종합스포츠타운 운동장,남원시체육회,접수중,https://gorunning.kr/races/1199/2026-namwon-chunhyang-marathon/,gorunning.kr,Tier2
제14회 안중근 평화 마라톤,2026-11-29,10km 5km,서울,여의도공원 문화의마당,안중근평화재단청년아카데미,접수중,https://gorunning.kr/races/1275/14th-ahn-junggeun-peace-marathon/,gorunning.kr,Tier2
제2회 천안독립기념관 마라톤대회,2026-11-29,10km 5km 3.65km 걷기,충남,천안 독립기념관,주식회사 오소컴퍼니,접수중,https://gorunning.kr/races/1256/2nd-cheonan-independence-hall-marathon/,gorunning.kr,Tier2
가야왕도 김해 전국어울림 마라톤대회,2026-11-29,하프 10km 5km,경남,롯데워터파크 제3주차장,김해시장애인육상연맹,접수중,https://gorunning.kr/races/1310/2026-gimhae-gaya-marathon/,gorunning.kr,Tier2
2026 새한미디어 마라톤,2026-11-29,하프 10km 5km,서울,평화의공원 평화광장,새한일보,접수중,https://gorunning.kr/races/1313/2026-saehan-media-marathon/,gorunning.kr,Tier2
2026 정읍공동체 프리마켓 마라톤,2026-11-29,10km 10km 단체전(3인1조) 5km 5km가족부(2인1조),전북,정읍천변 어린이전용축구장,정읍시공동체협회,접수중,https://gorunning.kr/races/1316/2026-jeongeup-community-flea-market-marathon/,gorunning.kr,Tier2
2026월드 레코드 국제 마라톤 축제 - 사웨,2026-12-05,14km,충남,금산세계인삼엑스포광장,전국마라톤협회,접수중,https://gorunning.kr/races/1336/2026-world-record-marathon-festival-sawe/,gorunning.kr,Tier2
2026 전국마라톤협회 금산 골드런 마라톤,2026-12-05,12km 5km,충남,금산,전국마라톤협회,접수마감,https://gorunning.kr/races/1200/2026-geumsan-gold-run-marathon/,gorunning.kr,Tier2
제23회 한강시민마라톤,2026-12-05,하프 10km 5km,서울,여의도 물빛무대 앞 광장,(사)대한생활체육회,접수중,https://gorunning.kr/races/1241/23rd-hangang-marathon/,gorunning.kr,Tier2
2026 하남 미사 호수 에너지런,2026-12-05,10km 5km,경기,하남미사경정공원,(사)행복한가게,접수중,https://gorunning.kr/races/1278/2026-hanam-misa-lake-energy-run/,gorunning.kr,Tier2
사바스티안 사웨 초청기념 월드레코드 마라톤축제,2026-12-06,10km,충남,금산세계인삼엑스포광장,전국마라톤협회,접수중,https://gorunning.kr/races/1354/2026-sebastian-sawe-world-record-marathon-festival/,gorunning.kr,Tier2
2026 부산브릿지 마라톤,2026-12-06,풀 10km,부산,부산 벡스코 제1전시장,"부산광역시, KNN, 대한육상연맹",접수마감,https://gorunning.kr/races/1233/2026-busan-bridge-marathon/,gorunning.kr,Tier2
2026 청춘런,2026-12-06,10km 5km,서울,상암동 평화의공원 평화광장,(사)코리아 사이버보안연합,접수중,https://gorunning.kr/races/1358/2026-youthrun/,gorunning.kr,Tier2
2026 황영조 로드레이스,2026-12-06,하프 10km,인천,정서진 아라타워,인천광역시육상연맹,접수중,https://gorunning.kr/races/1308/2026-hwangyoungjo-road-race/,gorunning.kr,Tier2
제20회 양산전국하프마라톤,2026-12-06,하프 10km 5km,경남,양산종합운동장,"양산시체육회, 양산육상연맹",접수전,https://gorunning.kr/races/1349/20th-yangsan-half-marathon/,gorunning.kr,Tier2
2026 소년소녀 가장 돕기 기부런,2026-12-12,10km 5km,서울,상암동 평화광장,소풍,접수중,https://gorunning.kr/races/1318/2026-gibu-kids-run/,gorunning.kr,Tier2
제3회 긍정의힘 마라톤,2026-12-12,하프 10km 5km,서울,신정교 하부 영롱이 억새구장,"한국유튜브방송협회, 한강프로젝트 주식회사",접수중,https://gorunning.kr/races/1340/3rd-positive-power-marathon/,gorunning.kr,Tier2
제5회 밤섬 마라톤,2026-12-13,하프 10km 5km,서울,상암월드컵공원 평화광장,(사)대한생활체육연맹,접수중,https://gorunning.kr/races/1294/5th-bamseom-marathon/,gorunning.kr,Tier2
제36회 진주마라톤,2026-12-13,풀 하프 10km 5km,경남,진주종합경기장,진주시육상연맹,접수전,https://gorunning.kr/races/1262/36th-jinju-marathon/,gorunning.kr,Tier2
제2회 청춘 릴레이 마라톤,2026-12-19,하프 10km 5km,서울,상암월드컵공원 평화의광장,(사)재한다문화총연합회,접수중,https://gorunning.kr/races/1307/2nd-cheongchun-relay-marathon/,gorunning.kr,Tier2
2026 코리아 시즌 레이스,2026-12-26,하프 10km 5km,서울,상암월드컵공원 평화광장,(사)한국경비원협회중앙회,접수중,https://gorunning.kr/races/1329/2026-korea-season-race/,gorunning.kr,Tier2
